Starting from 1.11.2017,Until No time restrictions,Monthly rent sFr. 680.-,State Zurich (City),Address Paul-Feyerabend-Hof,City 8049 Zürich,"The room is located on the first floor. It is about 13m ^ 2, included is a desk, chair, bed, bookshelf and a closet. Additionally, there is a free wifi. Our room has a very large living room with a kitchen. The kitchen is equipped with two refrigerators, microwave, dishwasher, oven, coffee machine, toaster and a stove. You have an unlimited access to washing machines and driers located in the basement at any given time.  The picture is an example of a fully furnished room and the view you would have.  Surroundings: The flat is located on the campus ETH Hönggerberg and a 2 min bus ride or 10 minute walk away from Höngg Center (Meierhofplatz). You can find everything you need including Migros, Coop, Denner, Pharmacies, Post Office, etc. There is also a small coop on the campus itself (1 min walk). Transportation: The ETH Link connecting Hönggerberg and the center by a free of charge bus (15min ride) is also merely a 2 min walk away, as well as the bus numbers 80 and 69.  Official Homepage of Student Village: http://studentvillage.ch/",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--680-zurich-stadt/pictureLarge/roomPicture.png,"We are an international mixture of ETH students form Switzerland, Germany, Austria and Italy. We are three girls and five guys between the ages of 19-24.","We are looking for an open minded, ambitious, easy going character. You have to be at the university in Zurich and should be fluent in english, even though we are currently a german speaking.  We are looking forward to your application.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--680-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 825.-,State Zurich (City),Address Schachenmatten,City 8906 Bonstetten-Wettswil,"The room is medium sized, unfurled or furnished according to the light","2 young men (20,22 years old), working, sociable","You should be between 20 - 30 years old, working or student, calm, tidy. Entry possibility: from now or after arrangement,  In the apartment you can use the following: - 2 bathrooms - 2 balconies - 1 kitchen with dishwasher - 1 living room  Collection from now or by appointment.  If you are interested, we would be pleased to hear from you.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/15-9-2017--1000-zurich-stadt0.html
Starting from 1.11.2017,Until No time restrictions,Monthly rent sFr. 765.-,State Zurich (City),Address Birchstrasse 408,City 8052 Zürich,"The room isZimmer in 3er-WG on the 3rd floor, approx. 17m2, quiet, large window front with a view on green area. Rent incl. Additional costs and internet. Large, well equipped kitchen with spacious living room. Shower / WC for shared use.",Two chemicochemists at the ETH (25 and 26).,"Resident, ordinary roommate, usually student or doctoral student.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--765-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 630.-,State Zurich (City),Address Hardstrasse 39,City 8004 Zürich,"The room isca 15m2 and bright. Furthermore, the apartment has a large living room, kitchen, dining area, bathroom and a balcony",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--630-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--630-zurich-stadt/pictureLarge3/roomPicture3.png,"a cool guy, 26, graduate studies and traveling.",A roommate (s) who is cool on it and especially meets Juwo criteria.,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--630-zurich-stadt.html
Starting from 10.9.2017,Until No time restrictions,Monthly rent sFr. 1'200.-,State Zurich (City),Address Dorfgasse 24,City 8810 Horgen,The room isThe whole house as well as the seat and the garden are available for use,"I am 47 years old, female and working. To me belongs a small dog.",Flatmate,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/10-9-2017--1200-zurich-stadt.html
Starting from 6.10.2017,Until No time restrictions,Monthly rent sFr. 525.-,State Zurich (City),Address Forchstrasse 50,City 8008 Zürich,"The room isNo room, an apartment with kitchen, bath and 1 room. Sunny, quiet, cozy, furnished, central, near the lake and university.","Kindergärtner, from the 6th to the 23rd of October",an intermediate tenant 6 - 23.10.17,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/6-10-2017-bis-23--oktober-2017-525-zurich-stadt.html
Starting from 2.9.2017,Until 30.09.2017,Monthly rent sFr. 1'175.-,State Zurich (City),Address Albisstrasse 147,City 8038 Zurich,The room is 14m2 Large room in a 3.5 room apartment with garden.,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/2-9-2017-30-09-2017-1175-zurich-stadt0/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/2-9-2017-30-09-2017-1175-zurich-stadt0/pictureLarge3/roomPicture3.png,"Mein Mitbewohner, der Hauptmieter, ruhige Gastronom der selten zu Hause ist, aber gerne mal ein Glas wein oder ein Bier mit dir trinken wird!","I am looking for a tenant for my nice room (14m2) in a 2er flat in Wollishofen. It is only the month September 2017. The room is not furnished, on request a single bed can be provided. The apartment is a 3.5 room apartment about 5min from the Wollishofen tram stop. Bus stop and Migros Voi are at the door. CHF1175.- ---------------------------------------- For the month of September I am (14m2) in a 2 person flatshare. The room is not furnished, on request a single bed and mattress can be made available. It is a 3.5 bedroom flat, 5min from the Wollishofen tram stop, bus stop and Migros Voi across the road. CHF1175.-",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/2-9-2017-30-09-2017-1175-zurich-stadt0.html
Starting from 1.11.2017,Until No time restrictions,Monthly rent sFr. 1'200.-,State Zurich (City),Address Allenmoosstrasse,City 8057 Zürich,"The room isEine room, 33m2 big in a quiet location, near Bucheggplatz, district 6, whole apartment for temporary rent",to travel,someone to sub-rent,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017-ende-februar-1200-zurich-stadt.html
Starting from 1.9.2017,Until 1 November,Monthly rent sFr. 800.-,State Zurich (City),Address Kreuzbühlstrasse,City 8600 Dübendorf,"The room isWe offer a room in individually equipped, bright and well located attic apartment in Dübendorf. The apartment is fully furnished, individual furniture, huge glass front with view to the greenery, fireplace, oak parquet, own washing machine in the apartment. In addition, we have a huge green roof terrace (70sqm) with self-made fruit and some vegetables.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-9-2017-1-november-800-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-9-2017-1-november-800-zurich-stadt/pictureLarge3/roomPicture3.png,"We (postdoc and Phd in the environment, German) are very active people and do a lot of outdoor sports (surfing, kiting, climbing etc.), so we are always on the road.",We are looking for: We are looking for a nice fellow who has / want to have a nice individual apartment / terrace and can imagine living with a small child. English is also available.,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-9-2017-1-november-800-zurich-stadt.html
Starting from 15.9.2017,Until No time restrictions,Monthly rent sFr. 1'150.-,State Zurich (City),Address Triemlistrasse,City 8047 Zürich,"The room isHallo We are looking for a roommate in September / October in this spacious and beautiful EG Maisonette 4.5 room flat to start a 3-er WG (roommate = female). The apartment is on the ground floor in a small multi-family house in the immediate vicinity of the tram station Triemli (just 1 minute on foot) and is nevertheless surprisingly quiet.  Own laundry room (19m2) in the basement with washing machine and tumbler (not shared with others in the house :-) Relaxing garden seating area with shade. If required car parking space in underground car park for 150.- Bathroom with bathtub, separate shower and built-in wardrobes Large modern kitchen open to the living room. Smoking in your own room or outside  The room (ca.18m2) with integrated Lavabo costs 1150 CHF per month (incl. NK, Billag, Wifi Internet. (Deposit = 2month rent)  We (m, 34, Maurer and w, 36 teachers with two dogs (Rottweiler and Handtaschenminiformat) are looking for clean kitchens and bathrooms, we are experienced, uncomplicated and ruthless.  Interested? Write briefly who you are and what you are doing and you can come to visit.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/15-9-2017--1150-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/15-9-2017--1150-zurich-stadt/pictureLarge3/roomPicture3.png,See above,(Boy) adult woman as a long-term resident,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/15-9-2017--1150-zurich-stadt.html
Starting from 1.9.2017,Until No time restrictions,Monthly rent sFr. 749.-,State Zurich (City),Address Hagenholzstrasse 92,City 8050 Zürich,The room is about 20m ^ 2 and located in sunnyside. The apartment is very spacious (5.5 mÂ²) together with two bath rooms and additional room for storage.,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-9-2017--749-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-9-2017--749-zurich-stadt/pictureLarge3/roomPicture3.png,"We are Stefan (Swiss 32, technical consultant), Nora (Swiss 24, student) and Sun (South Korea 28, phD student). We are quite a bit spontaneous and easy going people. We love outdoor activities (hiking, skiing, snowboarding, cycling, so on) and also indoor activity (watching Netflix, playing games so on). We always have a lot of fun with each other.","We are looking forward to your visit. You will be one of the sub-tenant with unlimited contract. German dictionary Dictionary Dictionary English Dictionary German Dictionary French Dictionary Spanish Dictionary German Age is not a critical consideration for us but we prefer something between 20 and 35. It will be grateful if you already have an experience about WG life. In that sense, we are expecting you to have a life in a different way. If you are interested in our site, please send us an e-mail with a short description of yours. After receiving your e-mail, we will contact you individually. (it will be between next Monday and Wednesday)",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-9-2017--749-zurich-stadt.html
Starting from 1.9.2017,Until No time restrictions,Monthly rent sFr. 1'300.-,State Zurich (City),Address Rolandstr. 8,City 8004 Zürich,"The room is ... a very friendly / bright room in my centrally located 4-room apartment in the trendy circle 4. The room is furnished and up-to-date as my roommates spontaneously move to sunny Barcelona. The apartment offers a nice living room as well as kitchen and bathroom. The laundry room with washing machine and dryer is included in the price and can be used flexibly. Including additional costs (wlan, tv etc) the monthly rent is 1300 CHF. If you are interested, I would be glad to hear from you. Kind regards, Oliver +41 79 5638330",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-9-2017--1300-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-9-2017--1300-zurich-stadt/pictureLarge3/roomPicture3.png,"My name is Oliver, a native of Munich in the middle of 30 years and after years of banking in the banking business the last few years (Fintech, robotics, software etc). I am athletic, cosmopolitan, humorous, relaxed, ""wg tested"" and am happy to meet you.",A new roommate will arrive in Sep 2017.,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-9-2017--1300-zurich-stadt.html
Starting from 1.9.2017,Until No time restrictions,Monthly rent sFr. 1'109.-,State Zurich (City),Address Altstetterstrasse ,City 8048 Zürich ,"The room isWohnung from 1 September 2017 or 1 October 2017 (unrestricted)  Rent: CHF 1109.- (including NK and internet), rental deposit CHF 3000.-   Where: City of Zurich (Kreis 9), Altstetterstrasse, 8048 Zürich    Bright, unfurnished room, 19m2 as of 1 September 2017 or 1 October 2017 for 1109.- CHF (including NK and Internet). It is a 3.5-room apartment with separate dining area, living room, balcony (it can also be grill) and evening sun for cozy evenings in the summer and kitchen with glass ceramic stove and large refrigerator. Cellar compartment and screed to be shared. Laundry room and drying room available.    The apartment is located in the heart of Altstetten in the immediate vicinity of Lindenplatz (bus, tram, post office, bank, many shopping possibilities like Migros MMM / Coop / Denner, etc. directly in front of the door). The train station Altstetten can be reached in 7 minutes by foot or by bus 2min and from there by train in 5min to Zurich HB. In 15 minutes on foot is the Werdinsel or the forest edge, up to the foot of the Uetliberg it is only 20min.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-9-2017--1109-zurich-stadt/pictureLarge/roomPicture.png,"I am male, middle 30, 100% professional, open and versatile interested. Fitness, jogging, wakeboarding and kite surfing from time to time. In the evening I cook regularly, but occasionally I am also traveling abroad. At the weekend you will usually have the apartment for you, as I am a week-long stay. I am always going to have a conversation about God and the world. I am an uncomplicated and cozy cohabitation important.   If you are interested, simply report it. Please write a few lines about you (hobbies, occupation, study) and how you imagine the cohabitation.",Search w / m from 28 years for the 2er Shared flat: We are looking forward to welcoming you to our hotel. We are looking forward to welcoming you! We are looking forward to welcoming you! We are looking forward to welcoming you! We are looking forward to welcoming you!,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-9-2017--1109-zurich-stadt.html
Starting from 1.9.2017,Until 31.09.2017,Monthly rent sFr. 750.-,State Zurich (City),Address Sonneggstrasse 29,City 8006 Zürich,"The room is ONLY Intermediate! ONLY SUBLET  Rent my 22qm large room with private balcony from 01.09- 31.09. - possibly with extension until 15.10. , Also shorter rents possible. You will share a kitchen, 2 bathrooms, 2 toilets and a TV room with 7 roommates on two floors. If you are interested, please contact us at the address below. Send a short description and a photo of yourself!  Sublet my 22qm room with private balcony from 1.09. -31.09 eventually until 15.10 .. Please send a short description from you and a photo.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/7-8-2017-31-09-2017-750-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/7-8-2017-31-09-2017-750-zurich-stadt/pictureLarge3/roomPicture3.png,"Shared flat share of students, self-employed and employees. Perfect for students looking for a permanent home.",A sympathetic roommate to the temporary rent.,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/7-8-2017-31-09-2017-750-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 645.-,State Zurich (City),Address Kreuzstrasse 19,City 8008  Zürich,"The room is a nice room in a great location. 3 min to the lake and next to Stadelhofen station. The room is small, but convinced with a lot of charm, a beautiful window sills and sloping. The room could be taken from the 1st October, but also later on the 1st November.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--645-zurich-stadt/pictureLarge/roomPicture.png,"We are two female students, 25 who like to travel. When we are at home, cook together or close the day together. If you are interested, please send an e-mail and a short description to kreuz-wg@gmx.ch or with a pn to me. We would be happy to invite you to visit and to get to know us. PS. From the kitchen you can see the Grossmünster. Greetings Anouk and Melina",We are looking for a new roommate between 23-35. You should be reliable and uncomplicated and actively participate in the WG life.,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--645-zurich-stadt.html
Starting from 1.4.2018,Until No time restrictions,Monthly rent sFr. 1'400.-,State Zurich (City),Address Carl-Spitteler-Str. 104,City 8053 Zürich,"The room isThe roof room about 15m2 with built-in wardrobes, private bath with WA / TU and walk-in closet, is located on the upper floor, that is available to you alone. The breathtaking view into the nature makes every day relaxed. The attic apartment is located directly on the edge of the forest.  Date of submission by appointment",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-4-2018--1400-zurich-stadt/pictureLarge/roomPicture.png,"I'm looking for a roommate who enjoys this idyllic Attica Maisonette (property standard) with me and if it fits, something also goes together. A decent and clean home is important to me. Otherwise, I am uncomplicated, put up and enterprising.","I would like to be a person who likes to laugh, is reliable and has both legs in his life.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-4-2018--1400-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 1'500.-,State Zurich (City),Address Rotbuchstrasse 49,City 8037 Zürich,"The room isWonderful room in 3 1/2 room old apartment in a 2er flat (size approx. 16sqm). The apartment has everything you need, 2 balconies, large living room, storage space in the cellar and as an extra own washing machine in the apartment. Everything important is in the next NA4he, bus stop directly in front of the door, shopping possibilities etc.","I am a professional at the university, so not much at home. Otherwise, I think well compatible with different personalities, if you can say so times about yourself.  I am working at the University Hospital. Otherwise I think I can get a lot of different types of personalities.","I am looking for a professional roommate, with my own life but also not averse when it fits a nice evening to spend together. From pets I could be convinced of smoking in the apartment not.  I am looking forward to hearing from you. I am looking forward to hearing from you. I could be persuaded to let a pet move in too, I can not be persuaded when it comes to smoking in the flat.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--1500-zurich-stadt.html
